Date,Time,RH-Corrected Nephelometer,RH-Corrected Nephelometer HR,Temp,RH,Battery,Inlet Press,Orifice Press,Flow,X-axis,Y-axis,Z-axis,Vector Sum Composite,ShutDownReason,Wearing Compliance,ValidityWearingCompliance validation,,,,
Date,Time,ë_g/må_,ë_g/må_,C,%,V,in H2O,in H2O,Lpm,g-unit,g-unit,g-unit,g-unit,,0=valid, 1=questionable, 2=invalid,0=valid, 1=questionable, 2=invalid
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
15/06/2017,18:32:50,5.852,,,74.3,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:32:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:33:00,7.803,,,74.3,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:33:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:33:10,3.893,,17.1,74.4,3.98,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:33:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:33:20,7.786,,,74.4,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:33:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:33:30,11.679,,,74.4,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:33:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:33:40,5.812,,17.1,74.6,,0.51,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:33:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:33:50,9.687,,,74.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:33:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:34:00,7.75,,,74.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:34:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:34:10,7.746,,17.1,74.6,3.99,0.5,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:34:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:34:20,7.746,,,74.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:34:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:34:30,5.81,,,74.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:34:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:34:40,5.812,,17.1,74.6,,0.5,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:34:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:34:50,7.75,,,74.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:34:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:35:00,7.75,,,74.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:35:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:35:10,9.712,,17.1,74.5,3.93,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:35:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:35:20,9.712,,,74.5,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:35:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:35:30,3.885,,,74.5,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:35:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:35:40,17.603,,17.1,74.2,,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:35:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:35:50,3.912,,,74.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:35:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:36:00,3.912,,,74.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:36:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:36:10,5.899,,17.1,74,3.99,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:36:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:36:20,1.966,,,74,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:36:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:36:30,1.966,,,74,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:36:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:36:40,3.956,,17.1,73.7,,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:36:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:36:50,1.978,,,73.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:36:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:37:00,1.978,,,73.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:37:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:37:10,3.989,,17.1,73.3,3.96,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:37:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:37:20,1.994,,,73.3,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:37:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:37:30,3.989,,,73.3,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:37:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:37:40,2.003,,17.1,73.1,,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:37:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:37:50,4.007,,,73.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:37:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:38:00,2.003,,,73.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:38:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:38:10,2.003,,17.1,73.1,3.99,0.5,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:38:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:38:20,2.003,,,73.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:38:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:38:30,2.003,,,73.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:38:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:38:40,2.009,,17.1,73,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:38:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:38:50,2.009,,,73,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:38:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:39:00,2.009,,,73,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:39:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:39:10,2.003,,17.1,73.1,3.99,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:39:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:39:20,2.003,,,73.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:39:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:39:30,2.003,,,73.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:39:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:39:40,3.987,,17.1,73.4,,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:39:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:39:50,1.994,,,73.4,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:39:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:40:00,1.994,,,73.4,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:40:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:40:10,3.95,,17.1,73.8,3.98,0.5,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:40:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:40:20,1.975,,,73.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:40:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:40:30,5.925,,,73.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:40:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:40:40,9.812,,17.1,74.1,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:40:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:40:50,5.887,,,74.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:40:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:41:00,1.962,,,74.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:41:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:41:10,5.89,,17,74,3.98,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:41:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:41:20,5.89,,,74,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:41:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:41:30,9.816,,,74,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:41:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:41:40,3.955,,17,73.7,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:41:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:41:50,21.75,,,73.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:41:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:42:00,3.955,,,73.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:42:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:42:10,5.925,,17,73.8,3.98,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:42:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:42:20,3.95,,,73.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:42:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:42:30,7.899,,,73.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:42:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:42:40,3.955,,17,73.7,,0.5,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:42:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:42:50,1.977,,,73.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:42:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:43:00,3.955,,,73.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:43:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:43:10,5.934,,17,73.7,3.99,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:43:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:43:20,3.956,,,73.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:43:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:43:30,5.934,,,73.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:43:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:43:40,1.969,,17,73.9,,0.5,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:43:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:43:50,7.876,,,73.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:43:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:44:00,5.907,,,73.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:44:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:44:10,5.869,,17,74.2,3.95,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:44:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:44:20,3.913,,,74.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:44:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:44:30,5.869,,,74.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:44:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:44:40,3.912,,17,74.2,,0.5,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:44:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:44:50,7.824,,,74.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:44:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:45:00,5.868,,,74.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:45:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:45:10,9.741,,17,74.4,3.93,0.51,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:45:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:45:20,11.689,,,74.4,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:45:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:45:30,3.896,,,74.4,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:45:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:45:40,3.877,,17,74.6,,0.5,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:45:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:45:50,5.815,,,74.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:45:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:46:00,3.877,,,74.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:46:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:46:10,5.788,,17,74.8,3.98,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:46:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:46:20,7.718,,,74.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:46:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:46:30,3.859,,,74.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:46:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:46:40,3.862,,17,74.8,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:46:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:46:50,5.793,,,74.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:46:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:47:00,3.862,,,74.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:47:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:47:10,5.81,,17,74.6,3.98,0.5,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:47:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:47:20,7.746,,,74.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:47:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:47:30,3.873,,,74.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:47:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:47:40,19.311,,17,74.8,,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:47:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:47:50,5.793,,,74.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:47:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:48:00,5.793,,,74.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:48:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:48:10,7.701,,17,74.9,3.98,0.5,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:48:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:48:20,9.626,,,74.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:48:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:48:30,9.626,,,74.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:48:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:48:40,11.536,,17,74.9,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:48:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:48:50,17.304,,,74.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:48:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:49:00,21.149,,,74.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:49:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:49:10,15.377,,17,75,3.98,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:49:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:49:20,24.987,,,75,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:49:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:49:30,13.455,,,75,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:49:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:49:40,21.122,,17,75,,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:49:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:49:50,19.201,,,75,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:49:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:50:00,26.882,,,75,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:50:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:50:10,26.929,,17,74.9,3.98,0.5,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:50:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:50:20,21.159,,,74.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:50:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:50:30,21.159,,,74.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:50:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:50:40,32.642,,17,75,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:50:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:50:50,23.042,,,75,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:50:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:51:00,28.802,,,75,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:51:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:51:10,34.608,,17,74.9,3.95,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:51:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:51:20,24.995,,,74.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:51:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:51:30,34.608,,,74.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:51:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:51:40,23.166,,17,74.8,,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:51:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:51:50,27.027,,,74.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:51:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:52:00,25.097,,,74.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:52:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:52:10,19.277,,17,74.8,3.94,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:52:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:52:20,21.205,,,74.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:52:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:52:30,34.699,,,74.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:52:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:52:40,19.244,,17,74.9,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:52:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:52:50,46.184,,,74.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:52:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:53:00,42.336,,,74.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:53:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:53:10,23.032,,17,75,3.98,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:53:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:53:20,23.032,,,75,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:53:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:53:30,17.274,,,75,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:53:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:53:40,13.4,,17,75.1,,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:53:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:53:50,17.228,,,75.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:53:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:54:00,21.056,,,75.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:54:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:54:10,15.3,,17,75.2,3.96,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:54:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:54:20,15.3,,,75.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:54:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:54:30,17.213,,,75.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:54:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:54:40,17.22,,17,75.1,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:54:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:54:50,903.112,,,75.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:54:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:55:00,562.531,,,75.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:55:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:55:10,219.614,,17,75.2,3.94,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:55:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:55:20,57.291,,,75.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:55:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:55:30,26.736,,,75.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:55:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:55:40,13.332,,17,75.3,,0.5,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:55:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:55:50,9.523,,,75.3,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:55:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:56:00,15.237,,,75.3,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:56:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:56:10,38.431,,17,75,3.98,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:56:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:56:20,38.431,,,75,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:56:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:56:30,44.196,,,75,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,18:56:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
